k,therapeutic_area_id,therapeutic_area_name,observed_svd_mass,observed_neuralmf_mass,observed_difference_svd_minus_neuralmf,svd_bootstrap_median,svd_bootstrap_95ci_low,svd_bootstrap_95ci_high,neuralmf_bootstrap_median,neuralmf_bootstrap_95ci_low,neuralmf_bootstrap_95ci_high,difference_bootstrap_median,difference_bootstrap_95ci_low,difference_bootstrap_95ci_high,bootstrap_replicates
1000,MONDO_0002118,urinary system disorder,0.03410685234391619,0.030716599705091708,0.0033902526388244793,0.03397718162254458,0.03086452769801371,0.037513801593462855,0.030705205295464735,0.02872567047064533,0.03291210449680245,0.003289909205691834,-0.0005062845767575535,0.007250629336327075,2000
1000,MONDO_0002515,hepatobiliary disorder,0.026497904719252292,0.02677255524625182,-0.00027465052699952863,0.026457281931425408,0.023762991892755717,0.029302604578743514,0.02678952411152936,0.024960269813029845,0.028620614849078026,-0.0003306784478625466,-0.0037175846237421694,0.003068884963064593,2000
1000,MONDO_0004995,cardiovascular disorder,0.05041538357013096,0.044825568933288956,0.005589814636842001,0.050343497522690864,0.0466356546402086,0.054287960327724157,0.04480882293617894,0.042018896549500175,0.047692664618305645,0.005532043592134071,0.000845639092025538,0.01050586785429951,2000
1000,MONDO_0005046,immune system disorder,0.045646082067439885,0.05061825394192844,-0.004972171874488555,0.04559183170512435,0.041323039097952284,0.05048153406688836,0.05054960870967168,0.04727594958405941,0.05373907899268406,-0.00489385428249017,-0.010324191951094968,0.001007983857436899,2000
1000,MONDO_0005071,nervous system disorder,0.09092849764798334,0.10262272867883387,-0.01169423103085053,0.09109071992599609,0.0842472230048833,0.09830540718453755,0.10255305137333273,0.09644485371480892,0.10926585377173935,-0.011456626240542764,-0.020890813329233617,-0.0018736300647153945,2000
1000,MONDO_0005151,endocrine system disorder,0.05276947766212739,0.048444738191281644,0.004324739470845745,0.052781440519502947,0.048988038348384104,0.05657897941951179,0.04844685612763662,0.04604908770216438,0.05097710767253966,0.004346447521269951,-6.404951799703071e-05,0.008942676217854443,2000
1000,MONDO_0005550,infectious disease,0.028924245177513703,0.033911595184630924,-0.0049873500071172215,0.02889628423609613,0.025954061240461877,0.03193995841018782,0.03392649381051324,0.03130550768480481,0.036767275733871896,-0.0049957631837609495,-0.009206113534772076,-0.0009342351454090603,2000
1000,MONDO_0005570,hematologic disorder,0.027451984975937038,0.031883752732596624,-0.004431767756659585,0.027447404232967987,0.02436619467729586,0.0309505694974485,0.03184013871920719,0.029552949201239253,0.03427035462316203,-0.004459387047165076,-0.008142455083182593,-0.00033066266380819007,2000
1000,MONDO_0005583,non-human animal disease,0.00035519071565147696,0.00029407278498012754,6.111793067134941e-05,0.00035331247970171503,0.00026075218747859824,0.00046318332930368695,0.0002937752207338886,0.00023685763104349265,0.0003518614683699706,5.9838181897648005e-05,-5.293826084692704e-05,0.0001800610340963948,2000
1000,MONDO_0021205,disorder of ear,0.005612522655440551,0.0057207622337531565,-0.0001082395783126057,0.00554189465885534,0.004313431603579928,0.007118106227396402,0.00568273267224606,0.004455646646176205,0.007079046651278716,-0.00014754262627471532,-0.0020103616920327293,0.0018837910804980656,2000
1000,MONDO_0024458,disorder of visual system,0.032775486176251874,0.02893605587500882,0.0038394303012430527,0.032652669769177745,0.02871318189090393,0.03691915744252885,0.02887112848764834,0.026372273503163537,0.031652614928737124,0.0037340161781675204,-0.0009623483808431282,0.00886307148025244,2000
1000,MONDO_0045024,cancer or benign tumor,0.048631546667704945,0.053537661535750056,-0.004906114868045111,0.04855021021741192,0.04514950148211462,0.05224697486818726,0.05355769893611596,0.0508630524421223,0.056234640271317624,-0.004955006284934758,-0.00923355705665278,-0.0006430586918634354,2000
1000,OTAR_0000006,musculoskeletal or connective tissue disease,0.047287734285422496,0.05100944376941054,-0.0037217094839880407,0.04721112096801176,0.04326390050251632,0.05124257977318415,0.05094791047299966,0.04773843292841521,0.054618757903159225,-0.003743730124716918,-0.009156185313693062,0.0014407861248937988,2000
1000,OTAR_0000009,"injury, poisoning or other complication",0.016492719202286062,0.015373609670240875,0.0011191095320451875,0.01641432878923113,0.014109219506114701,0.018899253872899112,0.015373354597125143,0.01337072594853582,0.017513495476394296,0.0010692772191998072,-0.0022369179622253104,0.004183785339948025,2000
1000,OTAR_0000010,respiratory or thoracic disease,0.035209114476490375,0.03986053818800023,-0.004651423711509853,0.035171905402386294,0.03207582694234555,0.03856305175601289,0.039806825006713745,0.037094376550666525,0.0428072663922381,-0.004643503799582435,-0.009018732780222404,-0.0003724596866520683,2000
1000,OTAR_0000014,pregnancy or perinatal disease,0.015889347982664236,0.014770707196666425,0.0011186407859978108,0.01587018886778211,0.013868179071940991,0.018038524340207564,0.01473301196776905,0.013185353315072893,0.016467603579459783,0.001098679595265854,-0.0015032437296978506,0.003770372361091415,2000
1000,OTAR_0000017,reproductive system or breast disease,0.04350159349047142,0.04320907803188027,0.0002925154585911513,0.04348444472735437,0.039609532839201315,0.04797483768358792,0.04320256431157607,0.04045440289410672,0.0461599022701425,0.0003324198801620652,-0.0047269147605383055,0.005511322180327568,2000
1000,OTAR_0000018,"genetic, familial or congenital disease",0.08860573805821262,0.08888545124803222,-0.00027971318981960536,0.08854812418790274,0.08252994929585737,0.09481901086605403,0.0888704273341211,0.08422736244761653,0.09334072814571548,-0.0003203848388105557,-0.007910575254571282,0.007663202390169177,2000
1000,OTAR_0000020,nutritional or metabolic disease,0.052655840375925494,0.04946980044077774,0.0031860399351477525,0.052561250803065174,0.04781999460145556,0.05747391529722362,0.0494510953396316,0.04593741505426725,0.052982478508469974,0.0030788216540364316,-0.0027803347886442573,0.009115518109067902,2000
