seed,n_train,n_test_mapped,n_seen,n_matched,match_fraction,auc_random,auprc_random,auc_matched,auprc_matched,auc_drop,auprc_drop
3,14906,3725,3131,1838,0.5870328968380709,0.9973114794299512,0.9975331218278116,0.9363231311888661,0.9504333013998153,0.06098834824108512,0.04709982042799632
4,14907,3724,3138,1908,0.6080305927342257,0.9966406162092909,0.9970854855043051,0.9164050241947181,0.9336442354839665,0.08023559201457275,0.06344125002033862
