molecule_chembl_id,target_chembl_id,assay_chembl_id,pchembl_value,standard_relation,standard_type
CHEMBL20,CHEMBL205,CHEMBL4376606,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4376605,6.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4379871,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4379872,8.24,=,Ki
CHEMBL2,CHEMBL223,CHEMBL4380087,9.77,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4383813,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4383814,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4383815,8.25,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4391782,6.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4391785,8.24,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4391784,7.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4391783,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4395422,6.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4395424,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4395425,8.24,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL4397429,8.37,=,IC50
CHEMBL192,CHEMBL1827,CHEMBL4398716,9.0,=,IC50
CHEMBL20,CHEMBL3242,CHEMBL4402143,8.24,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4402142,7.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4402141,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4402140,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4404278,7.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4406724,7.92,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL4406728,8.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4423247,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4423248,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4423249,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4423250,8.24,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL4425327,8.66,=,IC50
CHEMBL192,CHEMBL1827,CHEMBL4425326,8.66,=,IC50
CHEMBL192,CHEMBL1827,CHEMBL4425324,8.66,=,IC50
CHEMBL20,CHEMBL261,CHEMBL4425970,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4425968,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4425969,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4425967,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4427978,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4427979,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4432065,7.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4432064,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4432063,6.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4432066,8.24,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4604309,7.87,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4606700,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4606701,7.9,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL4606702,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4606703,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4606704,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4612647,6.6,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL4612650,7.27,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL4612649,7.2,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4612648,7.92,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL4612651,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4612652,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4612653,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4615521,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4615522,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4615523,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4615760,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4615761,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL4615763,7.13,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL4615762,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL4615764,7.27,=,Ki
CHEMBL20,CHEMBL3025,CHEMBL4615765,7.96,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL4615766,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4615767,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4615768,8.24,=,Ki
CHEMBL20,CHEMBL3912,CHEMBL4615769,7.77,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4615998,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4615999,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4616000,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4616001,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4616307,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4616308,8.0,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4616309,7.7,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4616310,8.22,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4616538,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4616539,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL4616540,7.13,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4616541,8.24,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4620214,7.82,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL4620215,7.51,=,IC50
CHEMBL20,CHEMBL4789,CHEMBL4620216,7.16,=,IC50
CHEMBL20,CHEMBL261,CHEMBL4620685,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4620684,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4620686,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4620687,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4627860,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4627861,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4627862,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4627863,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4672549,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4672550,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL4672551,7.13,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4672552,7.59,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4681875,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4681876,7.92,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL4681877,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4681878,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4683240,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4683241,7.9,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4683242,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4683243,8.24,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4684411,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4684412,8.24,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4686513,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4686514,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4687104,6.44,=,IC50
CHEMBL20,CHEMBL205,CHEMBL4687105,6.76,=,IC50
CHEMBL20,CHEMBL261,CHEMBL4687106,6.54,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4687107,6.87,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4687254,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4687255,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4687256,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4687257,8.22,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4687381,8.24,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4687382,7.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4687383,7.9,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4687384,6.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4708445,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4708446,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4708447,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4708448,8.25,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4709802,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4709803,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4709804,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4709805,8.24,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4711745,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4711746,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4712466,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4712467,7.89,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL4712468,7.13,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL4712469,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4712470,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4712471,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4714270,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4714271,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4714272,7.59,=,Ki
CHEMBL20,CHEMBL3912,CHEMBL4714273,7.77,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL4726492,6.0,=,EC50
CHEMBL20,CHEMBL261,CHEMBL4726568,6.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4726570,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4726571,8.24,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL4729229,8.3,=,IC50
CHEMBL20,CHEMBL261,CHEMBL4733465,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4733466,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL4733467,7.13,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL4733468,8.22,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4733469,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4736947,8.36,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4736948,9.03,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL4736950,8.07,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL4736951,6.96,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL4736952,7.61,=,Ki
CHEMBL20,CHEMBL3025,CHEMBL4736953,7.01,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL4736954,7.16,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4736955,8.39,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4736956,8.32,=,Ki
CHEMBL20,CHEMBL3912,CHEMBL4736957,7.68,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4736959,6.62,=,IC50
CHEMBL20,CHEMBL261,CHEMBL4737895,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4737896,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4739059,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4739060,8.24,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4767963,8.24,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4767964,7.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4767965,7.9,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4767967,6.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4770896,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4770897,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4770898,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4770899,8.24,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL4808840,8.31,=,IC50
CHEMBL192,CHEMBL1827,CHEMBL4808841,8.52,=,IC50
CHEMBL192,CHEMBL1827,CHEMBL4808842,8.52,=,IC50
CHEMBL20,CHEMBL261,CHEMBL4809952,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4809953,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4809954,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4809955,8.24,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL4810746,7.2,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4810747,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4810748,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4810749,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4810750,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4812037,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4812038,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4812039,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4812040,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4812055,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4812056,7.9,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4812057,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4812058,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4813207,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4813208,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL4813209,7.13,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL4813210,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4813211,7.59,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4813793,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4813794,7.9,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL4813795,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4813796,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4813797,8.24,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4814668,7.8,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL4814669,7.55,=,IC50
CHEMBL20,CHEMBL261,CHEMBL4814672,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4815792,7.35,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL4815793,7.06,=,IC50
CHEMBL20,CHEMBL261,CHEMBL4816033,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4816034,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4816035,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4816036,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4817244,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4817245,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4817246,7.59,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4822376,6.71,=,IC50
CHEMBL20,CHEMBL261,CHEMBL4822376,6.74,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4822377,6.99,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4822377,6.94,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL4822379,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4825836,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4825837,6.9,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL4825838,8.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4825839,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4827270,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4827271,7.9,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4827272,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4827273,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4828869,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4828870,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL4828871,7.13,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4828872,7.58,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4831088,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4831089,7.89,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL4831090,7.13,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL4831091,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4831092,7.59,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4842708,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4842709,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL4842710,7.13,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4842711,7.59,=,Ki
CHEMBL20,CHEMBL261,CHEMBL4844696,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL4844697,7.9,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL4844698,7.58,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL4844699,8.24,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5031275,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5031276,6.6,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL5031280,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL5031281,7.27,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL5031282,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5031283,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5031284,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5031402,6.52,=,IC50
CHEMBL20,CHEMBL205,CHEMBL5031403,7.92,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL5031404,7.52,=,IC50
CHEMBL20,CHEMBL261,CHEMBL5032270,6.52,=,IC50
CHEMBL20,CHEMBL205,CHEMBL5032271,7.92,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL5032272,7.52,=,IC50
CHEMBL20,CHEMBL261,CHEMBL5040918,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5040919,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5040920,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5040921,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5041017,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5041018,7.9,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5041019,7.58,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5041020,8.25,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5041168,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5041169,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL5041170,7.13,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5041171,7.59,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5044098,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5044099,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5044100,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5044101,8.24,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5047315,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5047317,6.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5047318,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5047319,8.24,=,Ki
CHEMBL185,CHEMBL1978,CHEMBL5097761,6.2,=,IC50
CHEMBL20,CHEMBL261,CHEMBL5104255,6.78,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5104256,6.88,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5104261,6.55,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5104262,6.99,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5104265,8.05,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL5104266,7.13,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5104267,7.59,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5104268,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5104273,8.3,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5104280,6.94,=,IC50
CHEMBL20,CHEMBL205,CHEMBL5104281,6.99,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5104284,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5104285,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5104286,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5104287,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5104288,9.13,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5104289,9.46,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5104290,7.29,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5104291,7.49,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5104294,6.36,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5104296,7.32,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5104297,6.6,=,IC50
CHEMBL20,CHEMBL205,CHEMBL5104298,7.9,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL5104299,7.6,=,IC50
CHEMBL20,CHEMBL3242,CHEMBL5104300,8.24,=,IC50
CHEMBL20,CHEMBL4789,CHEMBL5104307,7.2,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5104308,7.5,=,IC50
CHEMBL20,CHEMBL205,CHEMBL5104309,7.65,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL5104310,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5104314,6.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5104321,6.52,=,IC50
CHEMBL20,CHEMBL205,CHEMBL5104322,7.92,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL5104323,7.52,=,IC50
CHEMBL20,CHEMBL261,CHEMBL5106762,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5106763,7.9,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL5106764,7.13,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5106765,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5106766,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5112290,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5112291,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL5112292,7.13,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL5112293,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL5112294,7.27,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5112295,7.59,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5115053,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5115054,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5115055,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5115056,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5128232,6.36,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5128233,7.03,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5129057,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5129058,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5129059,7.58,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5129060,8.22,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5133447,6.05,=,IC50
CHEMBL20,CHEMBL261,CHEMBL5133993,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5133994,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5133995,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5133996,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5135574,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5135575,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5135576,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5135577,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5144450,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5144451,7.92,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL5144452,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5144453,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5144454,8.24,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL5153400,8.28,=,IC50
CHEMBL192,CHEMBL1827,CHEMBL5153773,8.85,=,IC50
CHEMBL20,CHEMBL261,CHEMBL5159228,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5159229,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5159230,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5159231,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5217661,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5217662,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5217663,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5217664,8.24,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5225827,7.9,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL5233430,8.33,=,IC50
CHEMBL1790041,CHEMBL1941,CHEMBL5236691,7.05,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5239380,6.34,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5239381,6.49,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL5239382,6.45,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5239383,6.36,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5239384,6.47,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5242703,7.52,=,IC50
CHEMBL20,CHEMBL261,CHEMBL5246551,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5246552,7.92,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL5246553,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5246554,7.59,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL5246775,8.44,=,IC50
CHEMBL191,CHEMBL227,CHEMBL5252200,7.83,=,IC50
CHEMBL191,CHEMBL227,CHEMBL5252201,7.98,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5252332,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5252333,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5252334,7.59,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL5252335,8.24,=,Ki
CHEMBL20,CHEMBL205,CHEMBL5265194,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL5265195,7.13,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL5265196,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5265197,6.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5265197,6.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL5265197,6.71,=,IC50
CHEMBL20,CHEMBL261,CHEMBL5265197,6.74,=,Ki
