molecule_chembl_id,target_chembl_id,assay_chembl_id,pchembl_value,standard_relation,standard_type
CHEMBL1621,CHEMBL1898,CHEMBL5527110,6.96,=,Ki
CHEMBL1621,CHEMBL1983,CHEMBL5527112,8.14,=,Ki
CHEMBL1621,CHEMBL225,CHEMBL5527113,7.72,=,Ki
CHEMBL1621,CHEMBL229,CHEMBL5527115,7.96,=,Ki
CHEMBL1621,CHEMBL1942,CHEMBL5527116,8.4,=,Ki
CHEMBL1621,CHEMBL1916,CHEMBL5527117,8.57,=,Ki
CHEMBL1621,CHEMBL1867,CHEMBL5527118,7.96,=,Ki
CHEMBL1621,CHEMBL231,CHEMBL5527119,7.47,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL762496,8.73,=,Ki
CHEMBL2,CHEMBL223,CHEMBL643573,9.49,=,Ki
CHEMBL2,CHEMBL232,CHEMBL651997,9.49,=,Ki
CHEMBL2,CHEMBL229,CHEMBL647665,9.29,=,Ki
CHEMBL2,CHEMBL1942,CHEMBL644764,6.44,=,Ki
CHEMBL2,CHEMBL1916,CHEMBL648703,7.02,=,Ki
CHEMBL20,CHEMBL261,CHEMBL657818,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL657143,7.92,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL762822,8.8,=,IC50
CHEMBL192,CHEMBL1827,CHEMBL762826,8.8,=,IC50
CHEMBL192,CHEMBL1827,CHEMBL762823,8.52,=,IC50
CHEMBL192,CHEMBL1827,CHEMBL762828,8.18,=,IC50
CHEMBL192,CHEMBL1827,CHEMBL757897,8.8,=,IC50
CHEMBL192,CHEMBL1827,CHEMBL762820,8.8,=,IC50
CHEMBL2,CHEMBL229,CHEMBL643755,9.23,=,Ki
CHEMBL2,CHEMBL232,CHEMBL859454,9.39,=,Ki
CHEMBL2,CHEMBL223,CHEMBL640171,9.65,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL762831,8.8,=,IC50
CHEMBL20,CHEMBL205,CHEMBL840040,8.48,=,Ki
CHEMBL20,CHEMBL205,CHEMBL840039,7.75,=,Ki
CHEMBL20,CHEMBL261,CHEMBL827891,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL828777,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL828778,7.6,=,Ki
CHEMBL2,CHEMBL229,CHEMBL838523,9.23,=,Ki
CHEMBL2,CHEMBL232,CHEMBL840166,9.39,=,Ki
CHEMBL2,CHEMBL223,CHEMBL840167,9.65,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL829822,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL827186,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL830245,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL830410,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL830383,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL841779,7.92,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL877449,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL839585,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL838677,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL829116,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL876385,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL840150,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL839630,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL830340,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL828932,7.92,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL828814,8.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL828925,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL828932,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL830339,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL829640,7.92,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL828815,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL876689,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL839012,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL839013,7.13,=,Ki
CHEMBL20,CHEMBL261,CHEMBL828779,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL828795,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL828796,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL828771,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL828782,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL828770,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL828781,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL828783,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL876374,6.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL875202,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL828821,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL827063,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL828903,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL828906,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL830213,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL830081,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL830080,7.6,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL827173,8.0,=,Ki
CHEMBL20,CHEMBL261,CHEMBL827065,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL828905,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL828908,7.6,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL831692,8.46,=,IC50
CHEMBL20,CHEMBL205,CHEMBL841781,7.91,=,Ki
CHEMBL20,CHEMBL261,CHEMBL875191,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL840829,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL828907,7.6,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL832838,8.52,=,IC50
CHEMBL20,CHEMBL261,CHEMBL828219,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL827383,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL827384,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL839523,8.24,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL827930,7.7,=,IC50
CHEMBL20,CHEMBL261,CHEMBL881703,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL881704,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL881705,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL881706,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL881701,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL881702,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL881707,7.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL862669,7.92,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL862670,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL862671,7.27,=,Ki
CHEMBL20,CHEMBL261,CHEMBL869401,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL869402,7.92,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL869403,7.22,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL869404,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL865817,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL865819,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL864590,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL864594,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL864357,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL861559,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL863823,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL863824,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL861131,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL859952,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL859953,7.6,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL860521,8.46,=,IC50
CHEMBL192,CHEMBL1827,CHEMBL871523,7.7,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL867417,7.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL867416,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL867415,6.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL912679,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL912680,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL912681,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL912682,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL907133,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL907134,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL907135,7.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL856736,7.6,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL856735,8.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL856729,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL856730,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL856732,7.13,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL856733,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL856734,7.27,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL856737,8.24,=,Ki
CHEMBL20,CHEMBL3025,CHEMBL911283,7.96,=,Ki
CHEMBL20,CHEMBL261,CHEMBL911284,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL911285,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL911286,7.6,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL911289,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL911290,7.27,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL911291,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL919950,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL919951,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL919952,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL904077,6.51,=,Ki
CHEMBL20,CHEMBL205,CHEMBL904078,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL904079,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL891443,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL893563,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL893564,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL893565,7.13,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL893566,7.2,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL893567,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL893568,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL898039,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL898040,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL898041,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL899813,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL899814,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL899815,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL898697,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL898698,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL925141,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL925142,7.92,=,Ki
CHEMBL20,CHEMBL2885,CHEMBL925143,8.51,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL925144,7.13,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL925145,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL925146,7.27,=,Ki
CHEMBL20,CHEMBL3025,CHEMBL925147,7.96,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL925148,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL925149,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL925150,8.24,=,Ki
CHEMBL20,CHEMBL205,CHEMBL929806,7.16,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929796,6.5,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929804,6.7,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929805,7.28,=,IC50
CHEMBL20,CHEMBL205,CHEMBL929797,7.25,=,IC50
CHEMBL20,CHEMBL205,CHEMBL929803,7.44,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929799,6.13,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929802,7.43,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929801,6.74,=,IC50
CHEMBL20,CHEMBL205,CHEMBL929800,7.73,=,IC50
CHEMBL20,CHEMBL205,CHEMBL929747,8.05,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929748,7.5,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929749,7.68,=,IC50
CHEMBL20,CHEMBL205,CHEMBL929750,7.17,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929751,7.09,=,IC50
CHEMBL20,CHEMBL205,CHEMBL929753,6.55,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929752,6.88,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929754,6.16,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929755,6.01,=,IC50
CHEMBL20,CHEMBL205,CHEMBL929756,6.54,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928708,6.14,=,IC50
CHEMBL20,CHEMBL205,CHEMBL928710,6.46,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928711,6.13,=,IC50
CHEMBL20,CHEMBL205,CHEMBL928713,6.44,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928714,6.12,=,IC50
CHEMBL20,CHEMBL205,CHEMBL928716,6.36,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928717,6.11,=,IC50
CHEMBL20,CHEMBL205,CHEMBL928719,7.79,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928720,7.35,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928721,7.38,=,IC50
CHEMBL20,CHEMBL205,CHEMBL928722,7.31,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928723,6.76,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928724,7.27,=,IC50
CHEMBL20,CHEMBL205,CHEMBL928725,7.28,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928726,6.61,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928727,6.52,=,IC50
CHEMBL20,CHEMBL205,CHEMBL928728,7.22,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928729,6.54,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928730,6.39,=,IC50
CHEMBL20,CHEMBL205,CHEMBL928731,7.16,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928733,6.21,=,IC50
CHEMBL20,CHEMBL205,CHEMBL928734,7.01,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928736,6.17,=,IC50
CHEMBL20,CHEMBL205,CHEMBL928737,7.79,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928738,6.66,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928739,7.44,=,IC50
CHEMBL20,CHEMBL205,CHEMBL928740,7.46,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928741,6.17,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928742,7.31,=,IC50
CHEMBL20,CHEMBL205,CHEMBL928743,7.32,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928745,7.27,=,IC50
CHEMBL20,CHEMBL205,CHEMBL929791,7.32,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929793,7.19,=,IC50
CHEMBL20,CHEMBL205,CHEMBL929794,7.32,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929807,6.63,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929808,7.25,=,IC50
CHEMBL20,CHEMBL205,CHEMBL929809,7.11,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929810,6.0,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929811,6.91,=,IC50
CHEMBL20,CHEMBL205,CHEMBL929812,7.05,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL929814,6.75,=,IC50
CHEMBL20,CHEMBL205,CHEMBL929815,7.03,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928777,6.68,=,IC50
CHEMBL20,CHEMBL3594,CHEMBL928744,6.16,=,IC50
CHEMBL20,CHEMBL205,CHEMBL930029,7.55,=,IC50
CHEMBL20,CHEMBL261,CHEMBL929037,6.48,=,IC50
CHEMBL20,CHEMBL205,CHEMBL929038,7.2,=,IC50
CHEMBL20,CHEMBL261,CHEMBL932207,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL932208,8.0,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL932209,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL932210,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL951055,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL951056,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL951057,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL935609,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL935610,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL935612,7.13,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL935613,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL935614,7.27,=,Ki
CHEMBL20,CHEMBL3025,CHEMBL935615,7.96,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL935616,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL935617,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL935618,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL933689,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL933690,7.92,=,Ki
CHEMBL20,CHEMBL205,CHEMBL924880,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL924879,6.05,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL930512,7.6,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL989632,7.28,=,IC50
CHEMBL192,CHEMBL1827,CHEMBL998833,7.12,=,IC50
CHEMBL192,CHEMBL3977,CHEMBL998838,6.8,=,IC50
CHEMBL20,CHEMBL261,CHEMBL959277,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL959278,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL959280,7.13,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL959281,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL959282,7.27,=,Ki
CHEMBL20,CHEMBL3025,CHEMBL959283,7.96,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL959284,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL959285,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL959286,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1005299,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1005300,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL1005301,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL976162,8.24,=,Ki
CHEMBL20,CHEMBL205,CHEMBL976160,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL976161,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL976159,6.05,=,Ki
CHEMBL20,CHEMBL205,CHEMBL956075,6.43,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL1015325,7.27,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL1015324,7.2,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1015321,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1015322,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1029729,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1029730,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL1029732,7.13,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL1029733,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL1029734,7.27,=,Ki
CHEMBL20,CHEMBL3025,CHEMBL1029735,7.96,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL1029736,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL1029737,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL1029738,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL993070,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL993071,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL993072,7.96,=,Ki
CHEMBL20,CHEMBL261,CHEMBL993108,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL993109,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1031353,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1031354,7.92,=,Ki
CHEMBL20,CHEMBL3025,CHEMBL1031355,7.96,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL1031356,7.6,=,Ki
CHEMBL20,CHEMBL261,CHEMBL943658,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL943659,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL943660,7.13,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1002983,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1002984,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL976322,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL976323,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL976325,7.13,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL976326,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL976327,7.27,=,Ki
CHEMBL20,CHEMBL3025,CHEMBL976328,7.96,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL976329,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL976330,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL976331,8.24,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL992759,8.24,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL992758,7.6,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL992757,8.6,=,Ki
CHEMBL20,CHEMBL3025,CHEMBL992756,7.96,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL992755,7.27,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL992754,7.2,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL991858,7.13,=,Ki
CHEMBL20,CHEMBL205,CHEMBL991856,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL991855,6.6,=,Ki
CHEMBL192,CHEMBL1827,CHEMBL962323,8.46,=,IC50
CHEMBL20,CHEMBL261,CHEMBL1010056,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1010057,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL1010058,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL1009246,8.24,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL1009248,8.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL938998,6.98,=,Ki
CHEMBL20,CHEMBL261,CHEMBL938997,6.32,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1034440,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1034441,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL950886,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL950887,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1063128,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1063129,7.92,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL1063131,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL1063132,7.27,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL1063133,7.8,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1053951,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1053952,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL1053954,7.13,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL1053955,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL1053956,7.27,=,Ki
CHEMBL20,CHEMBL3025,CHEMBL1053957,7.96,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL1053958,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL1053959,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL1059702,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1038577,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1038578,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1046597,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1046598,7.92,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL1046599,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL1046600,7.27,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1055316,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1055317,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL1055319,7.13,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL1040333,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL1040334,7.27,=,Ki
CHEMBL20,CHEMBL3025,CHEMBL1040335,7.96,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL1041179,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL1041180,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL1041181,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1036957,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1036958,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL1036959,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL1036960,8.24,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1063850,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1063842,7.92,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1046628,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1046629,7.92,=,Ki
CHEMBL20,CHEMBL3729,CHEMBL1046631,7.13,=,Ki
CHEMBL20,CHEMBL4789,CHEMBL1046632,7.2,=,Ki
CHEMBL20,CHEMBL3969,CHEMBL1046633,7.27,=,Ki
CHEMBL20,CHEMBL3025,CHEMBL1046634,7.96,=,Ki
CHEMBL20,CHEMBL2326,CHEMBL1046635,8.6,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL1046636,7.6,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL1046637,8.24,=,Ki
CHEMBL20,CHEMBL3912,CHEMBL1048396,7.77,=,Ki
CHEMBL20,CHEMBL261,CHEMBL1050576,6.6,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1039066,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL1039067,8.05,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL1039068,7.8,=,Ki
CHEMBL20,CHEMBL3242,CHEMBL1039069,8.24,=,Ki
CHEMBL20,CHEMBL205,CHEMBL1048174,7.92,=,Ki
CHEMBL20,CHEMBL3594,CHEMBL1046494,7.6,=,Ki
