seed,n_seen,seen_fraction,n_matched,match_fraction,lightgcn_auc_random,lightgcn_auc_matched,lightgcn_drop
0,3134,0.8384162653825575,1933,0.6167836630504148,0.9886790370472032,0.8885164655910937,0.10016257145610952
1,3120,0.8346709470304976,1818,0.5826923076923077,0.9892425830046022,0.878261451007587,0.1109811319970152
2,3146,0.8416265382557517,1878,0.5969485060394152,0.9880919231031927,0.8836539562968331,0.10443796680635964
