seed,n_seen,seen_fraction,n_matched,match_fraction,lightgcn_auc_random,lightgcn_auc_matched,lightgcn_drop
0,86,0.5695364238410596,86,1.0,0.898458626284478,0.8833153055705786,0.015143320713899455
1,102,0.6754966887417219,102,1.0,0.8995578623606306,0.8958093041138024,0.003748558246828182
2,100,0.6622516556291391,100,1.0,0.9071,0.8654000000000001,0.04169999999999996
