seed,n_train,n_test_mapped,n_seen,n_matched,match_fraction,svd_auc_random,svd_auprc_random,svd_auc_matched,svd_auprc_matched,svd_auc_drop,neuralmf_auc_random,neuralmf_auprc_random,neuralmf_auc_matched,neuralmf_auprc_matched,neuralmf_auc_drop,lightgcn_auc_random,lightgcn_auprc_random,lightgcn_auc_matched,lightgcn_auprc_matched,lightgcn_auc_drop,graphban_auc_random,graphban_auprc_random,graphban_auc_matched,graphban_auprc_matched,graphban_auc_drop,winner_random,winner_matched
0,14904,3727,3129,1929,0.6164908916586769,0.9545094647020558,0.9749842708233296,0.9207987764714229,0.9402365697024072,0.033710688230632835,0.9962425340690154,0.994802065911067,0.9118698235251909,0.8953972735267359,0.08437271054382456,0.990100648159809,0.9928628399920103,0.8906069564941638,0.8842756617021811,0.09949369166564526,0.9970762894891152,0.9975422173389152,0.9440215789076228,0.9563752026085196,0.0530547105814922,graphban,graphban
1,14912,3719,3115,1813,0.5820224719101124,0.957609918351888,0.9766951546270705,0.9206071003407699,0.9378589337041087,0.037002818011118155,0.99760708424261,0.9965372610311282,0.9045607062311812,0.8846649653665812,0.09304637801142879,0.9887543574430151,0.9902262061803788,0.8801144762849908,0.8712170456284916,0.10863988115802425,0.9973893215915328,0.997729156683638,0.917872362045398,0.93384871848315,0.0795169595461346,neuralmf,svd
2,14904,3727,3144,1778,0.5655216284987278,0.950329325942544,0.9726665329884814,0.9090187721191768,0.9303842185177438,0.041310553823367235,0.9970616311856989,0.9966686882357895,0.9079924486379582,0.8877289558428587,0.08906918254774066,0.988034682969783,0.9896505852201393,0.8783810628845747,0.8598540104002784,0.10965362008520829,0.9971923377619796,0.9974679563616716,0.9216111238344924,0.9372790968067972,0.075581213927487,graphban,graphban
